Umfang	ALS	ULS	TLS	Höhe Krone	ALS	ULS	TLS	Höhe Baum	ALS	ULS	TLS	Krone Durchmesser	ALS	ULS	TLS
46.1		18.72351		16.6		21.6						11.4		8.940437	
37.9	50			14.6	20.9							10.6	7.1024623		
37.9		50		14.6		19.4						10.6		6.710343	
37.9		29.852497		14.6		20.7						10.6		5.798494	
47.3	50			18	18.800001							14.1	9.421483		
47.3		50		18		3.9						14.1		9.202711	
47.3		31.348085		18		21.7						14.1		7.5447307	
32	50			5.9	6							11.2	8.767118		
32		50		5.9		5.7000003						11.2		8.837518	
32		20.561556		5.9		6.3						11.2		7.8973866	
58.3	50			14.6	15.3							16.4	11.609362		
58.3		50		14.6		3.5						16.4		11.440043	
58.3		21.32455		14.6		14.900001						16.4		10.721516	
56.1	50			19.9	13.3							13.4	6.8281565		
56.1		50		19.9		12.8						13.4		6.8929453	
56.1		32.091026		19.9		20.4						13.4		6.3190203	
50.1	50			15	20.1							8.1	6.1591153		
50.1		8.6212845		15		7.3						8.1		6.462296	
50.1		36.404064		15		17.5						8.1		5.681224	
58.8	50			14	15.5							15.1	10.592282		
58.8		50		14		2.1000001						15.1		10.0706835	
58.8		34.9138		14		16						15.1		9.42034	
64.8	50			12.7	15.400001							12.8	11.153389		
64.8		36.97612		12.7		15.5						12.8		11.180203	
64.8		40.353245		12.7		15.7						12.8		9.963746	
30.3	50			10.6	17.4							9.1	7.487678		
30.3		14.54627		10.6		10.3						9.1		7.0033426	
30.3		25.576332		10.6		11.400001						9.1		6.0250134	
13.2	50			1.6	1.6			13.4	14.172999			4.8	3.6255512		
9.2	25.13804			1.7	2			13.2	10.433			4.4	3.3446696		
11.9	15.015257			0.8	1.4			12.5	11.235			5	5.508792		
11.9		21.980928		0.8		1.4		12.5		12.364249		5		4.6275287	
11.9		50.389915		0.8		1.4		12.5		11.9755		5		5.175348	
34	96.958984			0.9	1.4							6.6	5.001567		
34		66.59004		0.9		1.4						6.6		3.9248888	
34		27.136532		0.9		1.4						6.6		5.1286807	
33.1	50			4	2.9							9.1	6.9560413		
33.1		50		4		3.2						9.1		5.7694445	
33.1		7.826152		4		2.9						9.1		6.887894	
43.5	24.888378			3.6	1.6							10.2	7.4942265		
43.5		42.96484		3.6		2.9						10.2		7.1867714	
43.5		42.697357		3.6		1.4						10.2		7.7981977	
60.8	50			6.3	6.1							11.3	10.252221		
60.8		11.636716		6.3		6.5						11.3		9.892246	
60.8		42.27574		6.3		5.5						11.3		10.3743105	
27.5	50.44149			1.8	1.4			20.6	19.513			8.5	6.588821		
27.5		3.0247436		1.8		1.7		20.6		20.764		8.5		5.7475905	
27.5		27.33891		1.8		5.4		20.6		11.78625		8.5		4.3561187	
29.4	50			2	2.8			18.2	19.115002			8.9	7.1595626		
29.4		50		2		2.9		18.2		19.2505		8.9		6.5984907	
29.4		17.146378		2		1.4		18.2		16.767		8.9		6.9770546	
18.8	33.292572			0.5	1.4			15	14.818			10.9	8.461626		
18.8		27.023188		0.5		1.4		15		12.2595005		10.9		7.02675	
18.8		33.948067		0.5		1.5		15		14.052		10.9		8.647398	
39.6	21.394114			0.6	1.4			24.7	19.067001			11.6	10.217944		
39.6		75.42784		0.6		1.4		24.7		19.481998		11.6		9.327819	
39.6		34.93662		0.6		1.4		24.7		19.70675		11.6		10.05567	
32.4	24.328617			0.1	1.4			19.7	23.447			10.7	8.0826025		
32.4		42.101994		0.1		1.4		19.7		22.71825		10.7		7.329175	
32.4		66.18056		0.1		1.4		19.7		23.378		10.7		7.5063486	
40.2	47.70872			2.9	1.4			24.3	22.852999			9.3	6.253327		
40.2		25.998167		2.9		1.4		24.3		23.12875		9.3		6.6939607	
40.2		45.77048		2.9		1.4		24.3		23.20375		9.3		6.2023373	
44.7	27.005291			11.4	1.6							9.7	6.744771		
44.7		38.724796		11.4		10.900001						9.7		6.871684	
44.7		36.027332		11.4		11						9.7		6.712523	
35	46.711414			1.1	1.4			21.9	21.646			9.8	8.16331		
35		31.32437		1.1		1.4		21.9		21.86725		9.8		8.033351	
35		31.161356		1.1		1.4		21.9		21.580751		9.8		8.574042	
50.7	91.37975			2.3	1.4							12.1	9.509246		
50.7		32.021515		2.3		1.4						12.1		9.841189	
50.7		182.43321		2.3		1.4						12.1		9.5264225	
40	50			1.1	1.5			22	25.393			9.7	7.3732004		
40			25.76996	1.1			1.4	22			19.50325	9.7			40.394623
40		50		1.1		1.5		22		25.200748		9.7		7.5429163	
40		30.017439		1.1		1.4		22		24.899752		9.7		7.54729	
27.9	50			0.5	1.7							11.3	8.979296		
27.9			71.532715	0.5			1.4					11.3			59.392776
27.9		32.605015		0.5		1.5						11.3		9.397165	
27.9		28.041414		0.5		1.4						11.3		8.923808	
40	36.008842			3	1.4			23.8	21.126999			11.2	9.230979		
40		86.26719		3		1.5		23.8		20.42125		11.2		8.757308	
40		67.32959		3		1.4		23.8		21.6595		11.2		8.833526	
36.7	23.582397			2	1.5			27.9	25.295			9.7	7.6985674		
36.7		23.508123		2		1.4		27.9		26.361		9.7		7.8681173	
36.7		16.073793		2		1.4		27.9		25.797499		9.7		7.9880404	
30.5	90.27518			0.6	1.4			24.7	14.347			7.2	5.9395843		
30.5		25.763687		0.6		1.4		24.7		13.76775		7.2		5.4013977	
30.5		38.057728		0.6		1.4		24.7		14.081751		7.2		5.810028	
37.4	50			3.2	1.4			22.7	23.309			10.4	7.898152		
32	233.8062			2.5	1.9			23.2	18.437			9.5	5.2861886		
32.4	26.78399			0.2	1.5			21.8	19.099998			10.4	6.8678145		
33.3	41.053467			2	1.4			27.2	22.075			14.5	9.898656		
40.1	21.272247			2.2	1.4			26.3	23.146			12.4	8.628773		
30.1	31.184593			2.2	1.4			18.8	16.857			13.1	8.96522		
49.4	45.444065			0.4	1.4			29.1	20.619999			12.1	7.9246182		
28.2	50			0.9	1.4			18.8	16.702			8.8	4.397552		
35.9	120.1375			0.9	1.4							8.9	7.2841096		
39	96.84			1.2	1.4							10.8	8.931824		
31.9	49.45828			0.4	1.4							7.9	7.830673		
36.6	27.28442			0.1	1.5			23.6	19.545			13	6.859204		
29.8	50			6.4	7.7000003			21.5	20.775			6	4.7559414		
29.8		50		6.4		7.9		21.5		20.960999		6		4.686602	
29.8		21.792864		6.4		3.3		21.5		20.8485		6		5.065458	
38.9	28.917551			5.2	1.5			37.3	26.328001			8.1	5.6004214		
38.9		50		5.2		10.7		37.3		27.05275		8.1		3.6603167	
38.9		36.436935		5.2		2.5		37.3		23.228		8.1		5.084373	
41.7	23.88361			4.2	2.9			26.4	24.134998			7.3	5.013947		
25.5	50			3.7	7.1			24.1	21.2			4.8	5.735491		
35.8	50			4.8	9.5			25.8	24.497			7.8	6.639095		
35.8		50		4.8		10.400001		25.8		24.78025		7.8		6.001795	
35.8		50		4.8		10.2		25.8		24.844		7.8		6.9425135	
34	50			3.4	5.1			21.3	20.198			6.5	6.4352665		
34		50		3.4		5.2000003		21.3		20.18625		6.5		5.0161552	
34		24.107857		3.4		4.6		21.3		20.40675		6.5		6.308333	
50.1	50			2.2	9.1			36.1	30.46			8.7	8.663502		
50.1		50		2.2		9.5		36.1		30.81725		8.7		7.481351	
50.1		37.097202		2.2		8.3		36.1		30.542751		8.7		8.567136	
37.2	50			6.4	7.9			26.8	26.045			8.6	5.1687603		
37.2		22.247074		6.4		6.1		26.8		27.185751		8.6		5.7202106	
37.2		28.642113		6.4		5.3		26.8		27.1155		8.6		6.0815606	
57.5	50			3.9	1.5			31.6	27.636			9.3	9.043034		
57.5		22.384935		3.9		2.7		31.6		28.80275		9.3		8.083062	
57.5		29.323534		3.9		1.4		31.6		28.0935		9.3		8.819734	
49.8	50			3.5	2.4							6.9	3.7298584		
49.8			24.90422	3.5			3					6.9			11.08971
49.8		33.23485		3.5		1.6						6.9		5.56883	
43	50			2.5	2			26.3	24.85			6.5	5.4109797		
43		28.09623		2.5		1.4		26.3		25.008251		6.5		5.9081454	
43		171.17369		2.5		1.9		26.3		25.40425		6.5		5.8524036	
42.5	50			2.7	4.8			27.8	27.03			8.9	6.2220106		
42.5		22.60071		2.7		3.5		27.8		26.983751		8.9		5.4487433	
42.5		36.86854		2.7		3		27.8		26.71275		8.9		6.305345	
42.4	50			3	5.6			29.3	26.706999			8.4	6.460605		
42.4		27.180758		3		2.2		29.3		27.28025		8.4		6.383832	
42.4		21.750664		3		1.8000001		29.3		27.0595		8.4		6.8692064	
28.5	55.090504			2.7	3.6000001			21.8	23.342			6.5	5.1364627		
28.5		39.90879		2.7		4.2000003		21.8		23.648		6.5		4.5656505	
28.5		47.779335		2.7		1.9		21.8		23.2305		6.5		5.4466195	
40.7	50			6.2	2.1000001			23.4	23.588999			7.6	6.6864843		
40.7		22.483187		6.2		3.6000001		23.4		25.25975		7.6		4.981087	
40.7		20.825111		6.2		1.5		23.4		24.0035		7.6		6.6495852	
33.7	145.81201			1.7	5.8			20.2	21.245998			7	5.381533		
33.7		27.017466		1.7		1.5		20.2		21.58825		7		5.4141426	
33.7		20.31674		1.7		2.5		20.2		21.644749		7		5.8769336	
50.5	50			2.5	6.1			31	30.023			8.1	6.645383		
50.5		33.902515		2.5		1.9		31		30.187		8.1		6.1033363	
50.5		22.572382		2.5		1.6		31		29.99175		8.1		6.6676393	
38.5	50			1.3	3.9			21.8	20.93			8.3	5.5011973		
38.5		36.392708		1.3		1.9		21.8		20.49625		8.3		5.365342	
38.5		28.990196		1.3		1.5		21.8		21.279999		8.3		6.3213024	
28.6	50			2.3	2.8			20.8	19.391			5.3	4.988167		
28.6		50		2.3		5.7000003		20.8		19.7355		5.3		4.7501473	
28.6		33.285286		2.3		3.4		20.8		19.59		5.3		5.240428	
37.2	50			1.9	3.7			24.5	22.863			6.4	5.687483		
37.2		30.768549		1.9		3.5		24.5		23.688002		6.4		5.113061	
37.2		138.75043		1.9		1.5		24.5		20.84975		6.4		5.5720544	
32.1	50			6.6	7.9			22	23.188002			6.3	2.2538805		
48	50			20.1	21.7			30.3	31.369			6.7	5.5900927		
48		50		20.1		22.1		30.3		31.7065		6.7		5.0818524	
48		35.397636		20.1		21.1		30.3		30.9445		6.7		5.5034137	
47	50			16.4	3.4							9.9	5.8363056		
47		50		16.4		19.2						9.9		5.609993	
47		24.33029		16.4		18.4						9.9		6.4131136	
76.5	33.680935			21.7	18							11.7	8.616531		
46.7	50			18.2	21.300001			28.7	30.369			8.1	4.6300673		
65.3	7.424496			19.9	19.5			40.6	32.117			10.7	7.151247		
43.1	50			18.5	18.9			33.4	26.112999			8.6	5.7441764		
43.1		50		18.5		18.9		33.4		26.27425		8.6		5.758194	
43.1		23.936405		18.5		18.800001		33.4		26.543999		8.6		6.2151465	
53.3	50			17	19.6							9.6	7.484815		
49.8	50			19.9	18.9			30.3	27.829			8.7	6.351409		
49.8		19.283222		19.9		20		30.3		28.9745		8.7		6.5181875	
49.8		28.950346		19.9		19.9		30.3		29.171		8.7		6.8833847	
56.1	50			20.2	13							7.3	6.2729416		
56.1		50		20.2		19.800001						7.3		6.0991693	
56.1		34.296947		20.2		3.1000001						7.3		6.024529	
58.6	29.444197			20.8	10.8							7.6	7.3998685		
58.6		51.53692		20.8		17.300001						7.6		7.429531	
58.6		40.230446		20.8		16.800001						7.6		7.6681366	
56.3	50			15.9	18.6							9.9	7.0630603		
56.3		38.249916		15.9		18.7						9.9		6.8319597	
56.3		23.98345		15.9		18.7						9.9		6.901878	
56.9	50			17.9	17.2							9.2	5.188768		
56.9		52.302532		17.9		16.1						9.2		5.640163	
56.9		29.62965		17.9		5.3						9.2		5.748593	
43.5	50.85536			20.5	1.4			27.8	28.649			7.4	5.091533		
43.5		35.75597		20.5		21.2		27.8		28.8295		7.4		5.8511977	
43.5		31.08689		20.5		20.6		27.8		28.246		7.4		5.9789276	
43.3	50			18.1	2.6000001							6.4	4.2985215		
43.3		19.395378		18.1		16.7						6.4		4.603813	
46.6	11.4168825			32.5	19.7							6.2	4.3868933		
46.6			37.677544	32.5			19					6.2			6.832457
46.6		28.779346		32.5		18.7						6.2		4.94253	
46.6		45.55437		32.5		17.4						6.2		5.3133097	
48.1	50			20.5	19.6			26.5	27.792						
48.1		27.678398		20.5		18.7		26.5		28.9275					
48.1		28.061426		20.5		18.2		26.5		28.263498					
44.4	27.258184			25.1	16.7							6.4	4.0377154		
44.4		23.485481		25.1		17.4						6.4		4.627455	
44.4		28.633223		25.1		16						6.4		4.7739525	
57.3	50			21.2	22.4							8.2	5.8383226		
57.3			21.022306	21.2			2.1000001					8.2			6.214635
57.3		31.500381		21.2		20.9						8.2		6.5414157	
57.3		77.407974		21.2		21						8.2		6.4754224	
49.7	50			22.5	18.5							10.5	7.0810537		
49.7			40.16566	22.5			17.5					10.5			10.306185
49.7		33.467476		22.5		17						10.5		7.511357	
49.7		36.41662		22.5		16.4						10.5		7.5316157	
54.9	50			25	20.6							4.3	2.3026688		
54.9			36.319958	25			19.9					4.3			2.8604343
54.9		28.336435		25		19.1						4.3		2.7369635	
59.3	50			21.5	18.4							10.6	7.0515337		
59.3		40.85693		21.5		18.300001						10.6		6.8161545	
59.3		38.46867		21.5		17.800001						10.6		7.033844	
53.6	50			15.5	14.900001			33.2	29.673			11.4	7.481461		
53.6		26.935095		15.5		14.5		33.2		30.130999		11.4		7.269079	
53.6		33.080227		15.5		14.7		33.2		30.13725		11.4		7.5619287	
49	50			19.2	4.8			34.6	30.432999			8.1	5.6734004		
49		27.506817		19.2		18.1		34.6		31.261		8.1		5.3639092	
49		35.53826		19.2		1.4		34.6		28.241251		8.1		5.756326	
79	18.97924			15.3	14.5							12.1	8.486816		
79		26.398748		15.3		1.8000001						12.1		9.075849	
79		67.07474		15.3		15.3						12.1		9.105096	
65.5	50			19.9	20.800001			39	32.366			10.3	8.73925		
65.5		50		19.9		21.2		39		33.018		10.3		7.6967325	
65.5		47.476864		19.9		21.4		39		33.00325		10.3		7.8360844	
54.5	25.675184			18.6	1.4			27.9	30.880001			9.8	7.521761		
54.5		50		18.6		19		27.9		31.6295		9.8		7.77146	
54.5		35.517586		18.6		2.2		27.9		26.614252		9.8		7.8303905	
51.3	50			11.4	20.1			28.7	33.093002			8.8	6.6274004		
51.3		42.37703		11.4		19.800001		28.7		34.1015		8.8		6.816476	
51.3		30.563917		11.4		19.6		28.7		33.7785		8.8		7.0947723	
55.4	50			19.8	21.6			31.5	32.345			10.2	7.4136553		
55.4		37.30981		19.8		21.9		31.5		33.400497		10.2		7.5010505	
55.4		29.95011		19.8		21		31.5		32.8395		10.2		7.669099	
54.8	50			21	19.7			32	28.404999			8.8	6.321774		
54.8		32.03211		21		17.300001		32		28.93925		8.8		6.6728835	
54.8		26.964733		21		17.300001		32		28.8335		8.8		6.714239	
56.7	62.02252			16.7	17.7							10.3	5.425863		
55.6	23.544802			20.9	1.6							7	5.908465		
43.3	50.787956			22.1	21.800001							7.6	3.6387568		
62.6	14.214269			11.9	18.6			35.4	31.187			12.1	7.33834		
67.2	50			19.1	20.800001			35.6	31.044			11.6	7.088179		
53.7	50			23.4	3.7			41.3	31.996998			9.7	4.556748		
55.4	50			18.4	2.3							8.2	5.7317033		
56.6	50			19.5	19							10.7	8.012383		
54.6	50			24.4	16							10.5	5.7962136		
57	50			17.5	19.800001			27.1	30.581999			9.2	6.6984262		
54	50			21.1	2.1000001			28.3	31.868			7.2	5.324243		
11.1	50			1.1	2.2			10.9	11.792			6.8	3.0963106		
11.1			12.027294	1.1			1.6	10.9			11.93675	6.8			20.950802
11.1		50		1.1		2.1000001		10.9		12.23225		6.8		3.7825603	
11.1		20.640423		1.1		2		10.9		11.73325		6.8		3.0519612	
17.2	50			3.3	5.8			15.7	15.795			8.4	5.2356424		
17.2			16.622505	3.3			2.7	15.7			15.7615	8.4			10.744043
17.2		50		3.3		5.8		15.7		15.9335		8.4		5.287287	
17.2		16.98575		3.3		3.2		15.7		15.6365		8.4		4.405111	
15.4	50			1.4	3.3			9.9	11.429			7.2	4.540351		
15.4			15.902816	1.4			1.8000001	9.9			11.907249	7.2			9.6998005
15.4		7.988926		1.4		2.2		9.9		11.655251		7.2		5.11332	
15.4		27.422699		1.4		2.3		9.9		11.52425		7.2		4.3037376	
5.7	50			0.8	4.5			5.1	8.274			5.7	2.292719		
5.7			12.252476	0.8			2.4	5.1			8.241	5.7			3.0223603
5.7		50		0.8		4.5		5.1		8.6835		5.7		2.653964	
5.7		50		0.8		4.6		5.1		8.192		5.7		1.9946219	
9.5	67.01865			1.5	5.1			10.7	10.908			4.8	2.8371832		
30.4	50			1.1	2.4			22.8	21.538			9.9	6.032364		
28.4	50			0	5.6			21.2	19.529001			11.7	7.001423		
26.6	50			1.1	5.4			17.1	17.324999			10.7	6.685971		
30.6	50			1.1	3.6000001			13.1	13.281			8.9	6.100317		
53.3	50			18.9	16.800001							9.1	5.654663		
53.3			39.238663	18.9			15.900001					9.1			5.406482
53.3		50		18.9		15.3						9.1		5.8109508	
50.5	50			17.4	15.6							10.4	7.0440764		
50.5			41.197277	17.4			15.2					10.4			7.1841307
50.5		50		17.4		15						10.4		7.3922877	
35	50			18	16.7							9.1	7.8146214		
35			40.75276	18			16.5					9.1			7.911662
35		50		18		16.6						9.1		8.1005535	
44.5	50			16.1	16.2							9.5	6.169475		
49.3	50			12.9	18.6							7.8	5.7776017		
49.3	50			19.6	19.1							9.2	5.8910923		
48.5	50			15.9	2.7							9.3	7.35531		
48.5		50		15.9		3.1000001						9.3		6.2693973	
57.9	50			12.2	15.8							10.3	7.8516726		
65.5	50			13.5	18							11.9	8.5085945		
47.6	50			2.7	7							13.3	7.415352		
47.6			34.29599	2.7			3.8					13.3			10.503141
47.6		16.245483		2.7		6.7000003						13.3		8.085928	
44.6	50			3.8	3.7							12.1	7.9448605		
44.6			33.89441	3.8			3.1000001					12.1			12.031568
44.6		24.48162		3.8		3.5						12.1		8.495721	
41.4	50			5.9	5.6							12.9	9.10054		
41.4			35.479218	5.9			4.8					12.9			16.127659
41.4		50		5.9		5						12.9		9.627204	
99.4	50			2.5	3							19	13.667929		
99.4			34.972878	2.5			1.5					19			86.69323
99.4		50		2.5		2.3						19		14.487937	
31.6	50			4.2	6.7000003							8	5.1668143		
34.8	50			4.6	8.1							8.5	6.6761956		
34.5	29.60121			2.5	2.8							9.9	6.9065065		
30.7	50			2.4	4							9.6	6.0186977		
25.7	50			4.6	8.1							7	6.0009303		
24.2	50			1.2	1.5							8.6	5.18816		
42.5	50			1.4	5.3							9.7	7.215991		
44.3	50			2.3	2.9							10.7	8.5569935		
56.9	50			3.7	5.9							14.9	10.741343		
56.9		14.741574		3.7		5.2000003						14.9		11.265237	
51.5	50			6.2	1.4							12.2	11.500713		
51.5		75.06517		6.2		1.5						12.2		11.396714	
25.8	50			1.2	4.8							10.6	7.2885246		
43.4	50			2	2.9							11.3	8.15205		
54.6	50			1.6	4.5							14.9	4.7519064		
44	50			5.2	9.1							13.4	10.042824		
45.5	50			4.6	16.9							11.2	7.5486526		
48.3	50			1.8	2.3							12.2	7.914566		
12.9	50			3.1	1.7			12.4	11.137			4.7	4.2292676		
10.1	19.208584			0	2.6000001			9.2	10.91			4.8	3.5860903		
10.1			12.651926	0			2.2	9.2			11.68675	4.8			3.4769828
10.1		50		0		3		9.2		11.76875		4.8		3.6188571	
11.9	50			0.6	2.1000001			14.4	13.525			7.5	5.0609827		
11.9			22.723991	0.6			1.4	14.4			12.3827505	7.5			6.180162
11.9		37.970444		0.6		1.6		14.4		13.37475		7.5		5.440214	
20.7	31.810738			0.2	1.4							11.1	8.760116		
26.8	21.420576			1.1	1.4							10.1	8.030463		
26.6	91.48414			0.1	1.4							8.4	9.665835		
5.3	25.916437			1.9	3.3			7.5	9.103			4.3	2.8310125		
5.3		31.845335		1.9		3.4		7.5		8.2585		4.3		2.7603853	
44.8	50			12.9	7.4							7.2	6.8400874		
44.8		33.937283		12.9		13						7.2		6.9569545	
36.3	50			11.2	15							6.2	6.0578203		
36.3		16.617233		11.2		14.900001						6.2		5.720328	
39.6	50			15.4	6.1							6.2	6.884851		
39.6		19.331106		15.4		6						6.2		6.4068537	
30.1	50			17.6	18.800001							4	4.978779		
30.1		16.465946		17.6		17.9						4		4.316203	
36.7	50			16.6	13.1							6.3	5.101555		
36.7		20.314499		16.6		14.900001						6.3		4.222314	
49.6	50			6.9	13.5							7.3	8.313413		
49.6		29.951223		6.9		13.900001						7.3		7.229269	
44.9	50			13.5	13.5							10.1	8.892105		
44.9		25.581186		13.5		13.5						10.1		7.874204	
39.5	50			13	7.1							7.9	8.889915		
39.5		28.8894		13		14.3						7.9		7.483041	
40.4	7.4843497			12.1	15.1							5.9	5.2626133		
40.4		32.135002		12.1		14.8						5.9		5.4035854	
27.7	29.428377			18.9	1.5							4	4.531873		
27.7		40.036102		18.9		16.800001						4		3.8276336	
40.7	50			14.1	14.400001							6.3	6.3218822		
40.7			29.604717	14.1			14					6.3			6.1575565
40.7		19.47545		14.1		14						6.3		6.2901134	
33.5	50			14.5	16.1							5.4	4.621135		
33.5			29.391056	14.5			12.8					5.4			5.1864166
33.5		48.251038		14.5		12.6						5.4		5.1674547	
37	50			13.9	14.3							5.4	4.910092		
37			32.262928	13.9			13.8					5.4			4.5816255
37		15.097984		13.9		14						5.4		4.8048325	
41	50			13	13.7							7.4	4.6602664		
39.5	50			14.2	15							6.5	4.5966663		
32.4	50			14.5	17.1							6.2	4.3181376		
39.6	50			16.1	15.5							7.5	5.0770297		
32.4	50			21.4	19							6	4.8690987		
40.2	50			15.1	16.800001							6.2	4.725602		
30.7	21.40431			17.7	20.2										
30.5	50			12.9	16.7							7	3.6222095		
29.4	50			17.9	16.1							4.8	3.5793502		
33.1	50			10.7	18.5							6.3	3.9587803		
37.8	50			15.6	17.6							7.8	5.6271434		
39.4	50			17	15.5							7.4	5.1226845		
41.8	50			18.7	17.300001							8.2	4.301735		
41.2	50			13.3	17							8	5.146404		
36.4	50			15.9	17.2							6.4	3.182078		
36.7	50			17.4	17.5							6.3	4.631167		
29.8	50			15.6	15.2							6	4.75158		
37.7	50			16.2	15.8							7.4	5.119027		
40.6	50			14.5	16.1							7.9	6.9552155		
33.9	50			14.6	15.900001							6.9	4.7208633		
73.5	50			13.5	14.8							7.6	5.628092		
31.5	50			17.4	17.800001							4.8	3.8154993		
37.9	50			11.7	16.2							7.2	4.5364847		
34.9	50			16.9	17.1							8.1	5.063555		
37.7	50			5.1	15.2							8.4	6.0471253		
37.7		30.267065		5.1		14.900001						8.4		6.0679436	
32.9	50			14.5	5.9							5.8	3.798517		
32.9		50		14.5		16.800001						5.8		3.4604673	
39	50			15.1	15.1							7.4	4.473877		
46.7	50			11.1	16.5							11.4	5.7071204		
41.4	50			12.7	15.2							8.3	6.6067834		
41.4		32.417645		12.7		16						8.3		5.852045	
9.5	33.148643			0.9	2.5			10.1	8.809			5.2	2.687569		
15.7	50			4.4	5.6							6.2	4.624199		
28	50			4.8	9.6							9.7	5.0919447		
23.5	50			4.4	6.6							8.4	6.477773		
19.9	141.18202			5.5	1.5			17.9	15.973001			8.1	8.530534		
18.8	50			1.8	5			11.3	11.151			5.9	4.7745857		
31.6	8.495241			1.2	6.3							11	6.6890373		
31.6		25.514244		1.2		6.1						11		6.5912585	
15.4	50			4.3	17.800001							7	4.513995		
15.4			20.53047	4.3			14.1					7			4.180372
15.4		34.994125		4.3		14.1						7		4.6001205	
14.5	50			6.1	10.2							5.5	3.187066		
14.5			14.757959	6.1			6.8					5.5			4.2948346
14.5		50		6.1		6.8						5.5		3.43908	
5.7	50			3.5	0			8.1	8.139			4.2	1.4298285		
5.7			12.1422	3.5			3.1000001	8.1			8.21875	4.2			3.3411999
5.7		50		3.5		3.2		8.1		8.2765		4.2		1.893484	
35.1	50			4	4.5							10.8	8.816072		
35.1			28.269001	4			2.2					10.8			12.064531
35.1		18.799349		4		2.6000001						10.8		8.7348795	
34.7	50			2	2.5							10.9	9.482772		
34.7			25.196505	2			4.2000003					10.9			7.9851494
34.7		34.10803		2		4.7000003						10.9		8.532765	
33.1	50			10.3	7.3							6.8	7.1038046		
33.7	50			7.6	15.900001							8	6.5452657		
25.4	50			11.6	8.5							6.6	6.3426814		
25.4		50		11.6		8.5						6.6		4.8746214	
29.3	50			2	3.9							11.4	7.101838		
29.3		12.462987		2		1.4						11.4		5.895593	
26.6	50			11	4.9							9.2	6.217734		
26.6		16.276999		11		4.2000003						9.2		4.9384675	
34.8	50			6.8	4.9							10.8	9.044227		
34.8		50		6.8		5.4						10.8		7.6461797	
34.6	50			6.4	1.8000001							10.2	7.377801		
34.6		31.429201		6.4		1.5						10.2		5.588112	
20.8	22.973986			3.5	1.4							6.2	5.4512553		
20.8		34.39508		3.5		1.4						6.2		3.8054569	
17.6	50			7.3	4.5							5.5	4.6459417		
17.6		50		7.3		4.6						5.5		2.9978976	
20.1	4.7094116			11.8	4.7000003							5.3	5.4401712		
20.1		83.21885		11.8		5.2000003						5.3		4.0718727	
25.4	50			10.9	4.3							8.1	7.612892		
25.4		50		10.9		4.2000003						8.1		6.1681633	
25.4	50			8.4	3.5							8.2	6.458034		
25.4		12.992865		8.4		5.3						8.2		5.6391306	
26.6	50			8.8	1.8000001							9.9	7.5541306		
26.6		50		8.8		5.1						9.9		5.9859223	
23.6	50			9.6	7.9							8.1	7.243694		
23.6		17.942038		9.6		4.3						8.1		6.040841	
28.8	50			4.7	3.7							11	8.214536		
28.8		18.817204		4.7		3.5						11		7.0955834	
31.2	50			7.7	11.3							8.3	6.6604805		
31.2			20.842392	7.7			1.7					8.3			11.277936
31.2		50		7.7		11.5						8.3		6.9704947	
22.4	50			7.4	12							5.8	4.599487		
22.4			18.282406	7.4			2.3					5.8			6.6448374
22.4		50		7.4		8.2						5.8		4.976015	
27.6	50			6.7	15.8							8.4	6.0866647		
27.6			21.586756	6.7			4					8.4			6.4683905
27.6		50		6.7		4.9						8.4		6.2400293	
28.5	50			9.4	1.8000001							8.9	7.5870695		
28.5		50		9.4		10.6						8.9		5.9484754	
26.9	50			7.7	2.5							8.2	7.1515822		
26.9		50		7.7		3.3						8.2		5.9145055	
14.6	50			3.2	4.7000003							6.8	7.1063066		
14.6		50		3.2		6.1						6.8		5.386944	
26.5	50			9.4	2.3							6.8	7.3357306		
26.5		50		9.4		2.4						6.8		5.5967445	
15.6	50			5.7	5.9							4.7	3.6877177		
15.6		50		5.7		7.8						4.7		3.0352378	
22.9	50			7.8	11.6							4	5.3959107		
22.9		45.774742		7.8		15.2						4		4.1422763	
28.3	50			9.4	6.3							5.5	7.2146144		
28.3		50		9.4		6.4						5.5		5.833445	
25.5	50			10.6	4.8							6.7	5.708081		
25.5		50		10.6		8						6.7		4.480152	
25.2	50			12.5	5.7000003							4.9	6.8636904		
25.2		50		12.5		9						4.9		5.311828	
22.4	50			9.3	8.2							4.6	5.1587896		
22.4		50		9.3		8.3						4.6		3.7325468	
34.2	50			8.6	3.7							8.3	9.293802		
34.2		12.615873		8.6		3.6000001						8.3		7.5478983	
27.1	50			6.7	3.2							8.3	7.293698		
27.1		24.093807		6.7		3.1000001						8.3		5.7915645	
26.6	50			10.3	3							6	7.0008135		
26.6		50		10.3		11.8						6		5.512256	
24	50			3.9	4.3							7.7	7.302275		
24		50		3.9		4.7000003						7.7		6.3308396	
26.6	23.150597			8.4	3.8							8.8	7.663476		
26.6		43.576733		8.4		3.5						8.8		6.210596	
34	50			4.9	13.7							9.7	8.531273		
34		8.783278		4.9		4.4						9.7		7.1557617	
30.9	50			10.9	4.8							8.3	8.624799		
30.9		50		10.9		5.6						8.3		7.185895	
27.3	50			8.8	9.7							10.7	8.458016		
27.3		11.602601		8.8		10						10.7		6.702079	
26.7	50			11.4	2.6000001							8.1	7.6292925		
26.7		20.885689		11.4		2.8						8.1		6.042303	
